Invoice ID,Customer ID,Customer Name,Invoice Type,Status,Invoice Date,Due Date,Available Discount,Amount,Balance Due,Email,Copy Email,Currency,PO Number,Payment Terms,Comments,Discount,Freight,Miscellaneous Cost,Subtotal,Tax Amount,Billing Address Name,Billing Address1,Billing Address2,Billing City,Billing State,Billing Zip,Billing Country,Shipping Address Name,Shipping Address1,Shipping Address2,Shipping City,Shipping State,Shipping Zip,Shipping Country
STDINV2067,BREAKTHR0001,Breakthrough Telemarketing,STDINV,Paid,02/23/2026,03/25/2026,,$21.30,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$19.90,$1.40,Marie Perry,15 Arbutus St,,Montreal,PQ,H3R 3T2,Canada,Nancy Dutchak,3030 Arbutus St.,,Montreal,PQ,H3R 3T2,Canada
STDINV2174,BREAKTHR0001,Breakthrough Telemarketing,STDINV,Paid,02/23/2026,03/25/2026,,$21.30,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$19.90,$1.40,Marie Perry,15 Arbutus St,,Montreal,PQ,H3R 3T2,Canada,Nancy Dutchak,3030 Arbutus St.,,Montreal,PQ,H3R 3T2,Canada
STDINV2173,HOLLINGC0001,Holling Communications Inc.,STDINV,Paid,02/23/2026,03/25/2026,,$203.25,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$189.95,$13.30,Ed Holling,123 Sugar Grove,,Columbia,MO,65201-3846,USA,Ed Holling,114 Sugar Grove,,Columbia,MO,65201-3846,USA
STDINV2064,ASTORSUI0001,Astor Suites,STDINV,Paid,02/22/2026,03/24/2026,,"$1,433.75",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,339.95",$93.80,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
STDINV2062,METROPOL0001,Metropolitan Fiber Systems,STDINV,Paid,02/22/2026,03/24/2026,,$64.15,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$59.95,$4.20,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA,Sales Dept.,5713 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA
STDINV2065,PLAZAONE0001,Plaza One,STDINV,Paid,02/22/2026,03/24/2026,,$205.70,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$192.23,$13.47,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2063,ASTORSUI0001,Astor Suites,INVOICE WITHOUT ITEMS,Paid,02/22/2026,03/24/2026,,"$1,433.75",$0.00,,,Z-US$,,Net 30,STDINV2063,$0.00,$0.00,$0.00,"$1,339.95",$93.80,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
STDINV2170,METROPOL0001,Metropolitan Fiber Systems,STDINV,Paid,02/22/2026,03/24/2026,,$64.15,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$59.95,$4.20,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA,Sales Dept.,5713 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA
STDINV2172,PLAZAONE0001,Plaza One,STDINV,Paid,02/22/2026,03/24/2026,,$205.70,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$192.23,$13.47,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2171,ASTORSUI0001,Astor Suites,STDINV,Paid,02/22/2026,03/24/2026,,"$1,433.75",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,339.95",$93.80,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
STDINV2060,CENTRALC0001,Central Communications LTD,STDINV,Paid,02/20/2026,03/22/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Phil Watson,1012 Aukland St. West,Dept. A,Chicago,IL,60601-2333,USA,Mary Weist,1012 Aukland St. West,,Chicago,IL,60601-2333,USA
STDINV2059,PLAZAONE0001,Plaza One,STDINV,Paid,02/20/2026,03/22/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2168,CENTRALC0001,Central Communications LTD,STDINV,Paid,02/20/2026,03/22/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Phil Watson,1012 Aukland St. West,Dept. A,Chicago,IL,60601-2333,USA,Mary Weist,1012 Aukland St. West,,Chicago,IL,60601-2333,USA
STDINV2167,PLAZAONE0001,Plaza One,STDINV,Paid,02/20/2026,03/22/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2058,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,02/19/2026,03/21/2026,,$342.19,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$319.80,$22.39,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2057,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,02/19/2026,03/21/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2166,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,02/19/2026,03/21/2026,,"$2,910.14",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,719.75",$190.39,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2055,PLAZAONE0001,Plaza One,STDINV,Paid,02/18/2026,03/20/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2056,VANCOUVE0001,Vancouver Resort Hotels,STDINV,Paid,02/18/2026,03/20/2026,,$171.10,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$159.90,$11.20,Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,419 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
STDINV2164,PLAZAONE0001,Plaza One,STDINV,Paid,02/18/2026,03/20/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2165,VANCOUVE0001,Vancouver Resort Hotels,STDINV,Paid,02/18/2026,03/20/2026,,$171.10,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$159.90,$11.20,Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,419 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
STDINV2054,ASTORSUI0001,Astor Suites,STDINV,Paid,02/17/2026,03/19/2026,,$10.65,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$9.95,$0.70,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
STDINV2053,BLUEYOND0001,Blue Yonder Airlines,STDINV,Paid,02/17/2026,03/19/2026,,"$2,399.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$0.00,,P.O. Box 5415,,Wichita,KS,67201,USA,Lt. James Whitson,P.O. Box 1523,,Wichita,KS,67201,USA
STDINV2162,BLUEYOND0001,Blue Yonder Airlines,STDINV,Paid,02/17/2026,03/19/2026,,"$2,399.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$0.00,,P.O. Box 5415,,Wichita,KS,67201,USA,Lt. James Whitson,P.O. Box 1523,,Wichita,KS,67201,USA
STDINV2052,LAWRENCE0001,Lawrence Telemarketing,STDINV,Paid,02/16/2026,03/18/2026,,"$5,135.90",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$4,799.90",$336.00,Accounting Dept.,1345 21st Ave S,,Lawrence,KS,66208,USA,Rod Williams,1345 21st Ave S,,Lawrence,KS,66208,USA
STDINV2051,MAHLERST0001,Mahler State University,STDINV,Paid,02/15/2026,03/17/2026,,"$2,399.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$0.00,Sharon Delbourne,4321 McDaniels Rd,,Minneapolis,MN,55404-4000,USA,Sharon Delbourne,4000 McDaniels Rd,,Minneapolis,MN,55404-4000,USA
STDINV2050,METROPOL0001,Metropolitan Fiber Systems,STDINV,Paid,02/14/2026,03/16/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA,Sales Dept.,5713 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA
STDINV2048,CENTRALC0001,Central Communications LTD,STDINV,Paid,02/10/2026,03/12/2026,,"$5,135.90",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$4,799.90",$336.00,Phil Watson,1012 Aukland St. West,Dept. A,Chicago,IL,60601-2333,USA,Mary Weist,1012 Aukland St. West,,Chicago,IL,60601-2333,USA
STDINV2046,VANCOUVE0001,Vancouver Resort Hotels,STDINV,Paid,02/09/2026,03/11/2026,,"$5,135.90",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$4,799.90",$336.00,Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,419 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
STDINV2047,PLAZAONE0001,Plaza One,STDINV,Paid,02/09/2026,03/11/2026,,"$2,567.95",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.95",$168.00,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2045,CONTOSOL0001,"Contoso, Ltd.",STDINV,Paid,02/08/2026,03/10/2026,,$128.35,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$119.95,$8.40,Connie White,2401 Mineral Point Road,Dept A,Omaha,NE,68145-2401,USA,Purchasing,2401 Mineral Point Road,,Omaha,NE,68145-2401,USA
STDINV2044,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,02/07/2026,03/09/2026,,$320.74,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$299.75,$20.99,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2043,VANCOUVE0001,Vancouver Resort Hotels,STDINV,Paid,02/06/2026,03/08/2026,,$128.30,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$119.90,$8.40,Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,419 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
STDINV2042,PLAZAONE0001,Plaza One,STDINV,Paid,02/05/2026,03/07/2026,,$10.65,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$9.95,$0.70,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2041,ASTORSUI0001,Astor Suites,STDINV,Paid,02/04/2026,03/06/2026,,$10.65,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$9.95,$0.70,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
STDINV2039,LAWRENCE0001,Lawrence Telemarketing,STDINV,Paid,02/03/2026,03/05/2026,,$10.65,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$9.95,$0.70,Accounting Dept.,1345 21st Ave S,,Lawrence,KS,66208,USA,Rod Williams,1345 21st Ave S,,Lawrence,KS,66208,USA
STDINV2038,MAHLERST0001,Mahler State University,STDINV,Paid,02/03/2026,03/05/2026,,$19.90,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$19.90,$0.00,Sharon Delbourne,4321 McDaniels Rd,,Minneapolis,MN,55404-4000,USA,Sharon Delbourne,4000 McDaniels Rd,,Minneapolis,MN,55404-4000,USA
STDINV2040,BLUEYOND0001,Blue Yonder Airlines,STDINV,Paid,02/03/2026,03/05/2026,,$19.90,$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$19.90,$0.00,,P.O. Box 5415,,Wichita,KS,67201,USA,Lt. James Whitson,P.O. Box 1523,,Wichita,KS,67201,USA
STDINV2036,METROPOL0001,Metropolitan Fiber Systems,STDINV,Paid,02/02/2026,03/04/2026,,$53.24,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$49.75,$3.49,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA,Sales Dept.,5713 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA
STDINV2034,CENTRALC0001,Central Communications LTD,STDINV,Paid,01/31/2026,03/02/2026,,$320.74,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$299.75,$20.99,Phil Watson,1012 Aukland St. West,Dept. A,Chicago,IL,60601-2333,USA,Mary Weist,1012 Aukland St. West,,Chicago,IL,60601-2333,USA
STDINV2033,PLAZAONE0001,Plaza One,STDINV,Paid,01/30/2026,03/01/2026,,$256.70,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$239.90,$16.80,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2032,VANCOUVE0001,Vancouver Resort Hotels,STDINV,Paid,01/29/2026,02/28/2026,,$64.15,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$59.95,$4.20,Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,419 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
STDINV2031,CONTOSOL0001,"Contoso, Ltd.",STDINV,Paid,01/28/2026,02/27/2026,,$320.74,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$299.75,$20.99,Connie White,2401 Mineral Point Road,Dept A,Omaha,NE,68145-2401,USA,Purchasing,2401 Mineral Point Road,,Omaha,NE,68145-2401,USA
STDINV2030,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/27/2026,02/26/2026,,$128.30,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$119.90,$8.40,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2029,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/26/2026,02/25/2026,,$641.47,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$599.50,$41.97,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2028,ADAMPARK0001,Adam Park Resort,STDINV,Paid,01/25/2026,02/24/2026,,$641.47,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$599.50,$41.97,Roberta Masouras,P.O. Box 1391,,Indianapolis,IN,46206-1391,USA,Roberta Masouras,Suite 63,14 Chestnut Drive,Indianapolis,IN,46206-1391,USA
STDINV2027,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/24/2026,02/23/2026,,$117.65,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$109.95,$7.70,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2026,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/23/2026,02/22/2026,,$128.35,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$119.95,$8.40,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2061,MAGNIFIC0001,Magnificent Office Images,STDINV,Paid,02/21/2026,02/21/2026,,$256.59,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$239.80,$16.79,Elizabeth Swift,Box 3748,,Winnipeg,MB,R2S 3T4,Canada,Elizabeth Swift,1900 45 Ave.,,Winnipeg,MB,R2S 3T4,Canada
STDINV2025,VANCOUVE0001,Vancouver Resort Hotels,STDINV,Paid,01/22/2026,02/21/2026,,"$25,679.47",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$23,999.50","$1,679.97",Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,419 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
STDINV2024,PLAZAONE0001,Plaza One,STDINV,Paid,01/21/2026,02/20/2026,,$812.99,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$759.80,$53.19,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2023,ASTORSUI0001,Astor Suites,STDINV,Paid,01/19/2026,02/18/2026,,$31.95,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$29.85,$2.10,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
STDINV2022,BLUEYOND0001,Blue Yonder Airlines,STDINV,Paid,01/18/2026,02/17/2026,,"$1,349.95",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,349.95",$0.00,,P.O. Box 5415,,Wichita,KS,67201,USA,Lt. James Whitson,P.O. Box 1523,,Wichita,KS,67201,USA
STDINV2021,LAWRENCE0001,Lawrence Telemarketing,STDINV,Paid,01/17/2026,02/16/2026,,"$6,419.95",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$5,999.95",$420.00,Accounting Dept.,1345 21st Ave S,,Lawrence,KS,66208,USA,Rod Williams,1345 21st Ave S,,Lawrence,KS,66208,USA
STDINV2020,MAHLERST0001,Mahler State University,STDINV,Paid,01/16/2026,02/15/2026,,"$11,999.90",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$11,999.90",$0.00,Sharon Delbourne,4321 McDaniels Rd,,Minneapolis,MN,55404-4000,USA,Sharon Delbourne,4000 McDaniels Rd,,Minneapolis,MN,55404-4000,USA
STDINV2019,METROPOL0001,Metropolitan Fiber Systems,STDINV,Paid,01/15/2026,02/14/2026,,$31.95,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$29.85,$2.10,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA,Sales Dept.,5713 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA
STDINV2017,CENTRALC0001,Central Communications LTD,STDINV,Paid,01/13/2026,02/12/2026,,$31.95,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$29.85,$2.10,Phil Watson,1012 Aukland St. West,Dept. A,Chicago,IL,60601-2333,USA,Mary Weist,1012 Aukland St. West,,Chicago,IL,60601-2333,USA
STDINV2049,MAGNIFIC0001,Magnificent Office Images,STDINV,Paid,02/11/2026,02/11/2026,,"$5,135.90",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$4,799.90",$336.00,Elizabeth Swift,Box 3748,,Winnipeg,MB,R2S 3T4,Canada,Elizabeth Swift,1900 45 Ave.,,Winnipeg,MB,R2S 3T4,Canada
STDINV2016,PLAZAONE0001,Plaza One,STDINV,Paid,01/12/2026,02/11/2026,,"$1,016.24",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$949.75,$66.49,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2015,VANCOUVE0001,Vancouver Resort Hotels,STDINV,Paid,01/11/2026,02/10/2026,,$652.65,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$609.95,$42.70,Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,419 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
STDINV2014,CONTOSOL0001,"Contoso, Ltd.",STDINV,Paid,01/10/2026,02/09/2026,,$203.25,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$189.95,$13.30,Connie White,2401 Mineral Point Road,Dept A,Omaha,NE,68145-2401,USA,Purchasing,2401 Mineral Point Road,,Omaha,NE,68145-2401,USA
STDINV2013,ISNINDUS0001,ISN Industries,STDINV,Paid,01/09/2026,02/08/2026,,"$1,444.45",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,349.95",$94.50,Sheila Crossman,987 Union Circle,,Lockport,IL,60441-2239,USA,Sheila Crossman,806 Union Circle,,Lockport,IL,60441-2239,USA
STDINV2011,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/08/2026,02/07/2026,,$53.24,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$49.75,$3.49,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2012,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/08/2026,02/07/2026,,$53.24,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$49.75,$3.49,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2010,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/07/2026,02/06/2026,,$379.90,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$379.90,$0.00,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2009,MIDLANDC0001,Midland Construction,STDINV,Paid,01/07/2026,02/06/2026,,$39.90,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$39.90,$0.00,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA,David Harris,5008 Fraser Ave N.,,Mishawaka,IN,46544,USA
STDINV2008,LONDONBE0001,Londonberry Nursing Home,STDINV,Paid,01/06/2026,02/05/2026,,$359.85,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$359.85,$0.00,Troy Irving,987 Portar Street,,Auckland,,,New Zealand,Troy Irving,27 Portar Street,,Auckland,,,New Zealand
STDINV2007,PLAZAONE0001,Plaza One,STDINV,Paid,01/06/2026,02/05/2026,,$299.90,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$299.90,$0.00,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2439 42 St. W,,Woodbury,MN,55119,USA
STDINV2005,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/05/2026,02/04/2026,,$959.95,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$959.95,$0.00,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2006,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/05/2026,02/04/2026,,$399.75,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$399.75,$0.00,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2004,RIVERSID0001,Riverside University,STDINV,Paid,01/04/2026,02/03/2026,,$379.90,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$379.90,$0.00,Morgan Bishop,5678 Herman St.,,Vancouver,BC,V6E 3J7,Canada,Morgan Bishop,5190 Herman St.,,Vancouver,BC,V6E 3J7,Canada
STDINV2003,ADVANCED0001,Advanced Paper Co.,STDINV,Paid,01/03/2026,02/02/2026,,$479.80,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$479.80,$0.00,Manoj Monat,456 19th Street S.,,Chicago,IL,60603-911,USA,Manoj Monat,944 19th Street S.,,Chicago,IL,60603-911,USA
STDINV2002,AARONFIT0001,Aaron Fitz Electrical,STDINV,Paid,01/03/2026,02/02/2026,,"$1,139.70",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,139.70",$0.00,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
STDINV2035,MAGNIFIC0001,Magnificent Office Images,STDINV,Paid,02/01/2026,02/01/2026,,$641.47,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$599.50,$41.97,Elizabeth Swift,Box 3748,,Winnipeg,MB,R2S 3T4,Canada,Elizabeth Swift,1900 45 Ave.,,Winnipeg,MB,R2S 3T4,Canada
STDINV2001,AMERICAN0001,American Science Museum,STDINV,Paid,01/02/2026,02/01/2026,,"$1,139.70",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$1,139.70",$0.00,Andrew MacWilliams,789 North Carlton Place,,St. Louis,MO,63115,USA,Andrew MacWilliams,701 North Carlton Place,,St. Louis,MO,63115,USA
STDINV2000,CONTOSOL0001,"Contoso, Ltd.",STDINV,Paid,01/01/2026,01/31/2026,,"$3,049.75",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$3,049.75",$0.00,Connie White,2401 Mineral Point Road,Dept A,Omaha,NE,68145-2401,USA,Purchasing,2401 Mineral Point Road,,Omaha,NE,68145-2401,USA
STDINV2018,MAGNIFIC0001,Magnificent Office Images,STDINV,Paid,01/14/2026,01/14/2026,,$770.30,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$719.90,$50.40,Elizabeth Swift,Box 3748,,Winnipeg,MB,R2S 3T4,Canada,Elizabeth Swift,1900 45 Ave.,,Winnipeg,MB,R2S 3T4,Canada
SVC4010,NOVASCOT0001,Novia Scotia Tech. Institute,Default,Paid,01/01/2024,11/16/2024,,"$3,731.34",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$3,731.34",$0.00,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada
INV1023,VANCOUVE0001,Vancouver Resort Hotels,STDINV,Outstanding,05/30/2024,06/29/2024,,"$25,679.47","$25,679.47",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$23,999.50","$1,679.97",Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,419 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
